0,101.4,101.4,0,0,5.8,1.3,0,289,5,0.017,120,0.16
5,101.4,101.4,0,0,5.8,1.3,0,,,,,
10,101.4,101.4,0,0,5.8,1.3,0,,,,,
15,101.4,101.4,0,0,5.8,1.3,0,,,,,
20,101.4,101.4,0,0,5.8,1.3,0,,,,,
25,101.4,101.4,0,0,5.8,1.3,0,,,,,
30,101.4,101.4,0,0,5.8,1.3,0,,,,,
35,101.4,101.4,0,0,5.8,1.3,0,,,,,
40,101.4,101.4,0,0,5.8,1.3,0,,,,,
45,101.4,101.4,0,0,5.8,1.3,0,,,,,
50,101.4,101.4,0,0,5.8,1.3,0,,,,,
55,101.4,101.4,0,0,5.8,1.3,0,,,,,
60,101.4,101.4,0,0,5.8,1.3,0,,,,,
65,101.4,101.4,0,0,5.8,1.3,0,,,,,
70,101.4,101.4,0,0,5.8,1.3,0,,,,,
75,101.4,101.4,0,0,5.8,1.3,0,,,,,
80,101.4,101.4,0,0,5.8,1.3,0,,,,,
85,101.4,101.4,0,0,5.8,1.3,0,,,,,
90,101.4,101.4,0,0,5.8,1.3,0,,,,,
95,101.4,101.4,0,0,5.8,1.3,0,,,,,
100,101.4,101.4,0,0,5.8,1.3,0,,,,,
105,101.4,101.4,0,0,5.8,1.3,0,,,,,
110,101.4,101.4,0,0,5.8,1.3,0,,,,,
115,101.4,101.4,0,0,5.8,1.3,0,,,,,
120,101.4,101.4,0,0,5.8,1.3,0,,,,,
125,101.4,101.4,0,0,5.8,1.3,0,,,,,
130,101.4,101.4,0,0,5.8,1.3,0,,,,,
135,101.4,101.4,0,0,5.8,1.3,0,,,,,
140,101.4,101.4,0,0,5.8,1.3,0,,,,,
145,101.4,101.4,0,0,5.8,1.3,0,,,,,
150,101.4,101.4,0,0,5.8,1.3,0,,,,,
155,101.4,101.4,0,0,5.8,1.3,0,,,,,
160,101.4,101.4,0,0,5.8,1.3,0,,,,,
165,101.4,101.4,0,0,5.8,1.3,0,,,,,
170,101.4,101.4,0,0,5.8,1.3,0,,,,,
175,101.4,101.4,0,0,5.8,1.3,0,,,,,
180,101.4,101.4,4080,4080,5.8,1.3,85,,,,,
185,101.4,101.4,0,0,5.8,1.3,0,,,,,
190,101.4,101.4,0,0,5.8,1.3,0,,,,,
195,101.4,101.4,0,0,5.8,1.3,0,,,,,
200,101.4,101.4,0,0,5.8,1.3,0,,,,,
205,101.4,101.4,0,0,5.8,1.3,0,,,,,
210,101.4,101.4,0,0,5.8,1.3,0,,,,,
215,101.4,101.4,0,0,5.8,1.3,0,,,,,
220,101.4,101.4,0,0,5.8,1.3,0,,,,,
225,101.4,101.4,0,0,5.8,1.3,0,,,,,
230,101.4,101.4,0,0,5.8,1.3,0,,,,,
235,101.4,101.4,0,0,5.8,1.3,0,,,,,
240,101.4,101.4,0,0,5.8,1.3,0,,,,,
245,101.4,101.4,0,0,5.8,1.3,0,,,,,
250,101.4,101.4,0,0,5.8,1.3,0,,,,,
255,101.4,101.4,0,0,5.8,1.3,0,,,,,
260,101.4,101.4,0,0,5.8,1.3,0,,,,,
265,101.4,101.4,0,0,5.8,1.3,0,,,,,
270,101.4,101.4,0,0,5.8,1.3,0,,,,,
275,101.4,101.4,0,0,5.8,1.3,0,,,,,
280,101.4,101.4,0,0,5.8,1.3,0,,,,,
285,101.4,101.4,0,0,5.8,1.3,0,,,,,
290,101.4,101.4,0,0,5.8,1.3,0,,,,,
295,101.4,101.4,0,0,5.8,1.3,0,,,,,
300,101.4,101.4,0,0,5.8,1.3,0,,,,,
305,101.4,101.4,0,0,5.8,1.3,0,,,,,
310,101.4,101.4,0,0,5.8,1.3,0,,,,,
315,101.4,101.4,0,0,5.8,1.3,0,,,,,
320,101.4,101.4,0,0,5.8,1.3,0,,,,,
325,101.4,101.4,0,0,5.8,1.3,0,,,,,
330,101.4,101.4,0,0,5.8,1.3,0,,,,,
335,101.4,101.4,0,0,5.8,1.3,0,,,,,
340,101.4,101.4,0,0,5.8,1.3,0,,,,,
345,101.4,101.4,0,0,5.8,1.3,0,,,,,
350,101.4,101.4,0,0,5.8,1.3,0,,,,,
355,101.4,101.4,0,0,5.8,1.3,0,,,,,
360,101.4,101.4,0,0,5.8,1.3,0,,,,,
